6262. емисија
94. циклус
48. емисија
18. 04. 2016.
www.youtube.com/watch?v=aDu1aHvs568

А1 - ГРГУР VI 
А2 - ЈУЛИЈЕ ЦЕЗАР
А3 - МИЛАНКОВИЋ
А4 - ЛИСТ 
 А - КАЛЕНДАР
Б1 - ЗИДАР
Б2 - МОЛЕР
Б3 - ИСПЕЋИ
Б4 - ЗЛАТАН
 Б - ЗАНАТ
В1 - ПОСЛАНИЦА
В2 - НАРОД
В3 - ПАТРИЦИЈИ
В4 - ПЛЕБЕЈЦИ
 В - РИМЉАНИ
Г1 - КУСТУРИЦА
Г2 - ФИЛМ
Г3 - ОБЕЋАЊЕ
Г4 - ЗАКЛЕТВА
 Г - ЗАВЕТ
??? - СТАРИ

А1 - ЈАВНА
А2 - ОСВЕТЉЕЊЕ
А3 - УЛИЧНА
А4 - СТУДИО
 А - РАСВЕТА
Б1 - НАЈАВНА
Б2 - УВОДНА
Б3 - ОДЈАВНА
Б4 - ТВ
 Б - ШПИЦА
В1 - КОМУНАЛИЈЕ
В2 - ТРОШКОВИ
В3 - ОДРЖАВАЊЕ
В4 - СОПСТВЕНА
 В - РЕЖИЈА
Г1 - ПЛАТОН
Г2 - ПОЛИЦИЈА
Г3 - ВОЈНА
Г4 - НАУКА
 Г - АКАДЕМИЈА
??? - ФИЛМСКА
