7266. емисија
112. циклус
14. емисија
20. 03. 2019.
www.youtube.com/watch?v=-FztqC_zhfs

А1 - МРЕЖА
А2 - РЕВИЈА
А3 - ПРОГРАМ
А4 - ТАКСА
 А - ТВ
Б1 - АУТО
Б2 - ОДБОЈКА
Б3 - ТЕНИС
Б4 - ПОРЦЕЛАН
 Б - СЕРВИС
В1 - ПИТАЊЕ
В2 - ЖИВОТ
В3 - КОМИСИЈА
В4 - МАТУРА
 В - ИСПИТ
Г1 - ЕНГЛЕСКА
Г2 - БОЛНИЦА
Г3 - ЗАШТИТНИК
Г4 - КАРТОН
 Г - ПАЦИЈЕНТ
??? - ПРИЈЕМ

А1 - НЕВРЕМЕ
А2 - ВЕТАР
А3 - СОЛАРНА
А4 - СНЕЖНА
 А - ОЛУЈА
Б1 - КОНАК
Б2 - ЋЕЛИЈЕ
Б3 - ЕКОНОМИЈА
Б4 - РАКИЈА
 Б - МАНАСТИР
В1 - СЛАТКО
В2 - ИМЕ
В3 - БЕЛА
В4 - ЖУТА
 В - РУЖА
Г1 - ПОТОК
Г2 - ЈАРАК
Г3 - ГРОЖЂЕ
Г4 - ЛОВ
 Г - ЛИСИЦА
??? - ПУСТИЊА
