5985. емисија
90. циклус
15. емисија
02. 07. 2015.
www.youtube.com/watch?v=0Ww8MR-7u9E

А1 - ХИМНА
А2 - ПОЛИТИКА
А3 - СЛУЖБА
А4 - ТАЈНА
 А - ДРЖАВНА
Б1 - ГЕНЕТИКА
Б2 - КУЛТУРНО
Б3 - ТЕСТАМЕНТ
Б4 - ОСТАВШТИНА
 Б - НАСЛЕЂЕ
В1 - АРЕГАТ
В2 - БУДНО
В3 - ДРУГО
В4 - ВАНРЕДНО
 В - СТАЊЕ
Г1 - ТРАКА
Г2 - МЕТА
Г3 - РАМПА
Г4 - МОБИЛНА
 Г - ПОКРЕТНА
??? - ИМОВИНА

А1 - БЕТОН
А2 - ТАВАН
А3 - ЖУТА
А4 - НОСАЧ
 А - ГРЕДА
Б1 - БРАВА
Б2 - КОМПЛИКОВАНИ
Б3 - ОДБРАМБЕНИ
Б4 - ЧАСОВНИК
 Б - МЕХАНИЗАМ
В1 - ЦЕНТРАЛА
В2 - ЕНЕРГИЈА
В3 - СТРУЈА
В4 - ЈЕГУЉА
 В - ЕЛЕКТРИЧНА
Г1 - СНАГА
Г2 - ТРКЕ
Г3 - ТРОЈА
Г4 - РЕП
 Г - КОЊ
??? - СПРАВА
