6821. емисија
103. циклус
58. емисија
29. 12. 2017.
www.youtube.com/watch?v=CbDnWsFp428

А1 - КОШАРКА
А2 - КЛИНИКА
А3 - СПОРТСКИ
А4 - ЗИМСКИ
 А - ЦЕНТАР
Б1 - РАМ
Б2 - КАЗАН
Б3 - ДЕЛТА
Б4 - ПЛАВИ
 Б - ДУНАВ
В1 - ФРУШКА ГОРА
В2 - ВИНОГРАДИ
В3 - КИЋЕНИ
В4 - ИНЂИЈА
 В - СРЕМ
Г1 - ЗЕНИЦА
Г2 - СТЕЋЦИ
Г3 - БАН КУЛИН
Г4 - ТВРТКО
 Г - БОСНА
??? - САВА

А1 - СИРОМАШТВО
А2 - КОЛОНИЈЕ
А3 - САХАРА
А4 - ЈУЖНА
 А - АФРИКА
Б1 - ЗАГОНЕТКА
Б2 - "ИСПИТИВАЊЕ"
Б3 - МИТ
Б4 - ЕДИП
 Б - СФИНГА
В1 - НОКТИ
В2 - МАЧКА
В3 - ОШТРЕ
В4 - ЧЕЛИЧНЕ
 В - КАНЏЕ
Г1 - ПОВРЕЂЕНИ
Г2 - СМРТНО
Г3 - БОРАЦ
Г4 - ОРАО
 Г - РАЊЕНИ
??? - ЛАВ
