6538. емисија
99. циклус
19. емисија
21. 03. 2017.
www.youtube.com/watch?v=tgbE_C4ns6s

А1 - УСПАВЉИВАЊЕ
А2 - БЕЗБОЛНО
А3 - ЕПИДУРАЛНА
А4 - ЕТАР
 А - АНЕСТЕЗИЈА
Б1 - КОМОРА
Б2 - КРВ
Б3 - ЗАЛИЗАК
Б4 - КАП
 Б - СРЦЕ
В1 - ПАЛИЦА
В2 - АКАДЕМИЈА
В3 - СТАНИЦА
В4 - ВОЈНА
 В - ПОЛИЦИЈА
Г1 - ЗЛАТНИ
Г2 - Т
Г3 - ПОПРЕЧНИ
Г4 - ИСТОРИЈСКИ
 Г - ПРЕСЕК
??? - ОПЕРАЦИЈА

А1 - СПОРТ
А2 - ЦЕНТАР
А3 - ЗЕМЉИШТЕ
А4 - РАД
 А - ТЕРЕН
Б1 - ИСТОРИЈА
Б2 - МОРЕ
Б3 - ШЕЋЕР
Б4 - СИНДРОМ
 Б - БОЛЕСТ
В1 - ЧУДНИ
В2 - ГОСПОДЊИ
В3 - РИМ
В4 - БЛОКАДА
 В - ПУТЕВИ
Г1 - УСТАЉЕНО
Г2 - СВАКОДНЕВНО
Г3 - ОДСУСТВО
Г4 - ОДРЖАВАЊЕ
 Г - РЕДОВНО
??? - СТАЊЕ
