7181. емисија
109. циклус
52. емисија
25. 12. 2018.
www.youtube.com/watch?v=6HFK4GlvzOU

А1 - ДОБРО
А2 - ВЕСЕЛО
А3 - БАДЊЕ
А4 - МОМАЧКО
 А - ВЕЧЕ
Б1 - ОДБРАНА
Б2 - ЛИГА
Б3 - ГРАНИЧНА
Б4 - ОКУПАЦИОНА
 Б - ЗОНА
В1 - ОЛИМП
В2 - АМЕРИЧКИ
В3 - ТЕМЕ
В4 - МИТОЛОГИЈА
 В - БОГОВИ
Г1 - ИСЛАНД
Г2 - ФОРСАЈТИ
Г3 - РАТОВИ ЗВЕЗДА
Г4 - БОГИЊА
 Г - САГА
??? - СУМРАК

А1 - ПОСТАВА
А2 - ПИЛОТ
А3 - ВЕТРОВКА
А4 - ЗИМСКА
 А - ЈАКНА
Б1 - КАИШ
Б2 - СОМОТ
Б3 - ШАЛВАРЕ
Б4 - ФАРМЕРКЕ
 Б - ПАНТАЛОНЕ
В1 - ЧЕКИЋ
В2 - НАКОВАЊ
В3 - РИБА
В4 - ГРЛО
 В - КОСТ
Г1 - ДРЖАВА
Г2 - РЕД
Г3 - ТКИВА
Г4 - УНУТРАШЊИ
 Г - ОРГАН
??? - КОЖА
