6912. емисија
105. циклус
27. емисија
30. 03. 2018.
www.youtube.com/watch?v=5NcsoGyrfYU

А1 - ЧИЊЕЊЕ
А2 - ДЕЛОВАЊЕ
А3 - ЗАНАТСКА
А4 - ТРГОВАЧКА
 А - РАДЊА
Б1 - КОНАЦ
Б2 - КРОЈАЧ
Б3 - ЛЕПТИР
Б4 - ИГРАЧКА
 Б - ЛУТКА
В1 - ДЕКОРАЦИЈА
В2 - ГИПСАНИ
В3 - ЈЕЛКА
В4 - КИЋЕЊЕ
 В - УКРАСИ
Г1 - ВУНА
Г2 - ЧАША
Г3 - ПРОЗОР
Г4 - БАШТА
 Г - СТАКЛО
??? - ИЗЛОГ

А1 - ГЊУРЦИ
А2 - МУЗИЧКИ ИНСТРУМЕНТ
А3 - ЦАР
А4 - ПОСУДА
 А - ЗВОНО
Б1 - КАБИНА
Б2 - КУРС
Б3 - ПАЛУБА
Б4 - КАПЕТАН
 Б - БРОД
В1 - ПАРАФИН
В2 - ФИТИЉ
В3 - ЛОЈ
В4 - СТАЛАК
 В - СВЕЋА
Г1 - РАДА
Г2 - КРЕДА
Г3 - ЗОРА
Г4 - ГРИВА
 Г - БЕЛА
??? - ЦРКВА
