6062. емисија
91. циклус
31. емисија
01. 10. 2015.
www.youtube.com/watch?v=ExSqXozRcdA

А1 - АТИНА
А2 - ВЕНЕРА
А3 - МИНЕРВА
А4 - ВЕСНА
 А - БОГИЊА
Б1 - ГРЧКА
Б2 - ОЛИМП
Б3 - ВРХОВНИ
Б4 - БОГ 
 Б - ЗЕВС
В1 - БРОЈ
В2 - ЈУГОВИЋИ
В3 - ПАУНИЦЕ
В4 - КРУГОВИ
 В - ДЕВЕТ
Г1 - ПОЗОРИШТЕ
Г2 - ХРАМ
Г3 - СРЕЋА
Г4 - ХАРИТА
 Г - ТАЛИЈА
??? - МУЗА

А1 - НАПРЕД
А2 - НАЗАД
А3 - КЕКС
А4 - АНАНАС
 А - КОЛУТ
Б1 - ЗАВЕРА
Б2 - БУРЕ
Б3 - ЕКСПЛОЗИЈА
Б4 - ГЛУВИ
 Б - БАРУТ
В1 - РАКЕТА
В2 - МОРЗЕ
В3 - ШУМ
В4 - ЦРВЕНИ
 В - СИГНАЛ
Г1 - ЛОГОР
Г2 - ПЛАМЕН
Г3 - ИНДИЈАНЦИ
Г4 - ОРУЖЈЕ
 Г - ВАТРА
??? - ДИМ
