7198. емисија
110. циклус
6. емисија
11. 01. 2019.
www.youtube.com/watch?v=Qvm3eUm5Fbw

А1 - НЕРВИ
А2 - ФУДБАЛ
А3 - ЕКОНОМИЈА
А4 - ОРУЖЈЕ
 А - РАТ
Б1 - МОРЕ
Б2 - ГВИНЕЈА
Б3 - КАЛИФОРНИЈА
Б4 - ФЈОРД
 Б - ЗАЛИВ
В1 - ЛОВАЦ
В2 - ШКОЉКА
В3 - ЦРНИ
В4 - ОХРИД
 В - БИСЕР
Г1 - ДИВЉА
Г2 - ЦАРСТВО
Г3 - ДОМАЋА
Г4 - ЦИРКУС
 Г - ЖИВОТИЊА
??? - СВИЊА

А1 - ПЛАНИНА
А2 - ТОРАЊ
А3 - БЕОГРАД
А4 - ИЗЛЕТ
 А - АВАЛА
Б1 - БАЈРОН
Б2 - НАРОДНИ
Б3 - БАРД
Б4 - ЛАЗА КОСТИЋ
 Б - ПЕСНИК
В1 - ЛОНАЦ
В2 - РЕКА
В3 - ХЕРЦЕГОВИНА
В4 - КАНТОНИ
 В - БОСНА
Г1 - СПАВАЊЕ
Г2 - ВЛАДА
Г3 - ЉУБАВ
Г4 - КРВ
 Г - БАЈКА
??? - ЗМАЈ
