6692. емисија
101. циклус
51. емисија
22. 08. 2017.
www.youtube.com/watch?v=EiDVlxMJUow

А1 - ЗАГРЕБ
А2 - ПАНЧЕВО
А3 - БУКУРЕШТ
А4 - БИЦИКЛ
 А - ДИНАМО
Б1 - ПРЕДЊА
Б2 - ЗАДЊА
Б3 - КОНОПАЦ
Б4 - ШЛЕПАЊЕ
 Б - ВУЧА
В1 - ФИНА
В2 - ЗАВРШНА
В3 - ПЕСМА
В4 - ПОДАЦИ
 В - ОБРАДА
Г1 - МОНТАЖНА
Г2 - ОБЈЕКАТ
Г3 - РАДОВИ
Г4 - СКЕЛЕ
 Г - ГРАЂЕВИНА
??? - МАШИНА

А1 - ЗАЧИН
А2 - ЛЕСКОВАЦ
А3 - ЗАПРШКА
А4 - ТЕГЛА
 А - ПАПРИКА
Б1 - СОС
Б2 - ЧОРБА
Б3 - РАЈ
Б4 - ЈАБУКА
 Б - ПАРАДАЈЗ
В1 - БАСЕН
В2 - ЛИНДБЕРГ
В3 - ГОЛФСКА СТРУЈА
В4 - ГРЕНЛАНД
 В - АТЛАНТИК
Г1 - ХАВАЈИ
Г2 - ТАХИТИ
Г3 - МАГЕЛАН
Г4 - ВАТРЕНИ ПОЈАС
 Г - ПАЦИФИК
??? - АМЕРИКА
