6895. емисија
105. циклус
10. емисија
13. 03. 2018.
www.youtube.com/watch?v=iJfjpXG4G0U

А1 - РУПА
А2 - ПИРСИНГ
А3 - СВРДЛО
А4 - БУРГИЈА
 А - БУШЕЊЕ
Б1 - ПАСОШ
Б2 - ТРАНЗИТ
Б3 - ШЕНГЕН
Б4 - СИТРОЕН
 Б - ВИЗА
В1 - ЕФЕКАТ
В2 - ПРСТЕН
В3 - ТЕЛЕФОН
В4 - ПОЗИВ
 В - ХАЛО
Г1 - РИБАР
Г2 - ЧВОР
Г3 - ПАУК
Г4 - ПИЈАЦА
 Г - МРЕЖА
??? - КАРТИЦА

А1 - ЖИГ
А2 - ВАГА
А3 - ИСПАША
А4 - ОБОР
 А - СТОКА
Б1 - ПРОФИТ
Б2 - УЛАГАЊЕ
Б3 - СТРАНА
Б4 - ДИРЕКТНА
 Б - ИНВЕСТИЦИЈА
В1 - ПЕТАК
В2 - ПРИШТ
В3 - ПОЈАС
В4 - ГРУЈА
 В - ЦРНИ
Г1 - ИСПЛАТА
Г2 - ПОРОДИЧНА
Г3 - ИНВАЛИДСКА
Г4 - СТАРОСНА
 Г - ПЕНЗИЈА
??? - ФОНД
