6564. емисија
99. циклус
45. емисија
16. 04. 2017.
www.youtube.com/watch?v=kFKCQ_SD2eE

А1 - АНАЛИЗА
А2 - СКУП
А3 - НИЗ
А4 - ШКОЛА
 А - МАТЕМАТИКА
Б1 - ЦИПЕЛЕ
Б2 - ФОРМАТ
Б3 - ФИЗИКА
Б4 - КОНФЕКЦИЈА
 Б - ВЕЛИЧИНА
В1 - СТЕПЕН
В2 - ДИРЕКТОР
В3 - ПОЛОЖАЈ
В4 - ПРЕМИЈЕР
 В - ФУНКЦИЈА
Г1 - ИЗВЕСНИ
Г2 - НЕДВОСМИСЛЕНИ
Г3 - ЈАСНИ
Г4 - ВИД
 Г - ОДРЕЂЕНИ
??? - ИНТЕГРАЛ

А1 - КОЛА
А2 - МОШТАНИЦА
А3 - МО
А4 - ДЕВОЈЧИЦА
 А - МАЛА
Б1 - МУКА
Б2 - ХОЧА
Б3 - ГОРИЦА
Б4 - КЛАДУША
 Б - ВЕЛИКА
В1 - РАСПОЛОЖЕЊЕ
В2 - МАНИФЕСТАЦИЈА
В3 - ПОКРЕТНИ
В4 - ДРЖАВА
 В - ПРАЗНИК
Г1 - ПЕТАК
Г2 - УСКРС
Г3 - РИБА
Г4 - ВЕЛИКИ
 Г - ПОСТ
??? - ГОСПОЈИНА
