7145. емисија
109. циклус
16. емисија
19. 11. 2018.
www.youtube.com/watch?v=i-ZidbonarI

А1 - КИША
А2 - ЦАРСКА
А3 - ОБЕДСКА
А4 - МАРИНКОВА
 А - БАРА
Б1 - МОРСКИ
Б2 - АФРИКА
Б3 - КРАЉ
Б4 - КАНЏА
 Б - ЛАВ
В1 - ХЕРЦЕГ НОВИ
В2 - СПЛИТ
В3 - НЕВЕСТА
В4 - БИОСКОП
 В - ЈАДРАН
Г1 - МАЧЕВАЊЕ
Г2 - ГВОЗДЕНА
Г3 - ПОСМРТНА
Г4 - ЗОРО
 Г - МАСКА
??? - ВЕНЕЦИЈА

А1 - ЂУПРИЈА
А2 - МАРШ
А3 - ГРАНИЦА
А4 - КРИВА
 А - ДРИНА
Б1 - ЛЕДЕНА
Б2 - БЕЛА
Б3 - ЦРНА
Б4 - АРАБИКА
 Б - КАФА
В1 - КИСЕЛА
В2 - ТЕШКА
В3 - КОЛЕНО
В4 - ЧАША
 В - ВОДА
Г1 - ПАСОШ
Г2 - УМЕТНИЧКА
Г3 - РАТНА
Г4 - АЛБУМ
 Г - ФОТОГРАФИЈА
??? - ФИЛТЕР
