6374. емисија
96. циклус
38. емисија
08. 10. 2016.
www.youtube.com/watch?v=VnMr1gBTovg

А1 - ОДБОЈКА
А2 - ТЕНИС
А3 - УДАРАЦ
А4 - ПОЧЕТАК
 А - СЕРВИС
Б1 - КАЛАШЊИКОВ
Б2 - УРЕЂАЈ
Б3 - МЕЊАЧ
Б4 - ГОВОРНИ
 Б - АУТОМАТ
В1 - ПРАСИЋИ
В2 - ЖЕЉЕ
В3 - МУСКЕТАРИ
В4 - СВЕТИ ЈЕРАРСИ
 В - ТРИ
Г1 - ФОРМУЛА
Г2 - БРОЈ
Г3 - АС
Г4 - КЕЦ
 Г - ЈЕДАН
??? - КАФА

А1 - ПУМПАЊЕ
А2 - ПЛАЖА
А3 - МЕМОРИЈА
А4 - ПЕНА
 А - ДУШЕК
Б1 - ЊИВА
Б2 - РАДОВИ
Б3 - КОМБАЈН
Б4 - БАЛАШЕВИЋ
 Б - ЖЕТВА
В1 - УЛИЦА
В2 - ЛУТАЛИЦЕ
В3 - АЗИЛ
В4 - ЧОПОР
 В - ПСИ
Г1 - ЖИТО
Г2 - ПЛЕМЕНИТО
Г3 - ПИВО
Г4 - СЛАД
 Г - ЈЕЧАМ
??? - СЛАМА
