6243. емисија
94. циклус
29. емисија
30. 03. 2016.
www.youtube.com/watch?v=ugK98v8xcXk

А1 - ЛОМ
А2 - ПРАШТАЊЕ
А3 - ЕКСПЛОЗИЈА
А4 - ПУЦАЊ
 А - ПРАСАК
Б1 - РОЂЕНИ
Б2 - БЛИЗАНАЦ
Б3 - БУРАЗЕР
Б4 - ОД СТРИЦА
 Б - БРАТ
В1 - ВИЈУГЕ
В2 - УДАР
В3 - ПОТРЕС
В4 - ЕЕГ
 В - МОЗАК
Г1 - ДОБРАЊАЦ
Г2 - ЊЕГОШ
Г3 - ЛУБАРДА
Г4 - СВЕТИ
 Г - ПЕТАР
??? - ВЕЛИКИ

А1 - ЗВОНО
А2 - КЛУПА
А3 - ДНЕВНИК
А4 - РЕСАВА
 А - ШКОЛА
Б1 - УНИФОРМА
Б2 - СТАНИЦА
Б3 - ЗНАЧКА
Б4 - СИРЕНА
 Б - ПОЛИЦИЈА
В1 - КЛИМА
В2 - СУМРАК
В3 - КОШАРКА
В4 - ЗАМФИРОВА
 В - ЗОНА
Г1 - МЕДИЦИНА
Г2 - АТЛАС
Г3 - ПРЕСЕК
Г4 - ОРГАНИ
 Г - АНАТОМИЈА
??? - ЧАС
