6310. емисија
95. циклус
35. емисија
05. 06. 2016.
www.youtube.com/watch?v=fOMqzPvhcj4

А1 - ПОСУДА
А2 - СТАКЛО
А3 - ОСТАВА
А4 - ПОКЛОПАЦ
 А - ТЕГЛА
Б1 - КИСЕОНИК
Б2 - ВОДОНИК
Б3 - ЖИВОТ
Б4 - ПАРА
 Б - ВОДА
В1 - ТАБЛА
В2 - БОМБОНА
В3 - КОЦКА
В4 - ВУНА
 В - ШЕЋЕР
Г1 - РАЈ
Г2 - СОК
Г3 - АГРУМИ
Г4 - СУВО
 Г - ВОЋЕ
??? - КОМПОТ

А1 - ЕКВАТОР
А2 - БИСАУ
А3 - НОВА
А4 - ПАПУА
 А - ГВИНЕЈА
Б1 - ЦЕКИН
Б2 - МЛЕЦИ
Б3 - МОНЕТА
Б4 - ЗВЕКЕТ
 Б - ДУКАТ
В1 - МЕСЕЦ
В2 - НЕВЕН
В3 - ЛИМУН
В4 - СУМПОР
 В - ЖУТ
Г1 - КАЈЗЕР
Г2 - АУСТРОУГАРСКА
Г3 - I СВЕТСКИ РАТ
Г4 - АНЕКСИЈА
 Г - ФРАЊА ЈОСИП
??? - ЗЛАТНИК
