7048. емисија
107. циклус
41. емисија
13. 08. 2018.
www.youtube.com/watch?v=7qJ7yBWdF_o

А1 - ЈЕДИНИ
А2 - БЛУДНИ
А3 - НАЈСТАРИЈИ
А4 - КРСТИЋ
 А - СИН
Б1 - ТРЖИШТЕ
Б2 - СУПАРНИШТВО
Б3 - ЗДРАВА
Б4 - НЕЛОЈАЛНА
 Б - КОНКУРЕНЦИЈА
В1 - ПЛИВАЧ
В2 - СКАКАЧ
В3 - АМАТЕР
В4 - ПРОФЕСИОНАЛНИ
 В - СПОРТИСТА
Г1 - СИР
Г2 - ГОРАН
Г3 - ЗЕЛЕНИ
Г4 - КРОМПИР
 Г - МЛАДИ
??? - ЈУНИОР

А1 - ПОПРАВКЕ
А2 - РУЧАВАЊЕ
А3 - ТЕПИХ
А4 - ХОТЕЛ
 А - СЕРВИС
Б1 - ШОФЕР
Б2 - ПИЦА
Б3 - ШАХ
Б4 - ЗАНАТ
 Б - МАЈСТОР
В1 - НОГА
В2 - РУКА
В3 - ВАЗДУХ
В4 - ЗАУСТАВЉАЊЕ
 В - КОЧНИЦА
Г1 - КРЕВЕТ
Г2 - ПРЕНОЋИШТЕ
Г3 - КЛИЗНИ
Г4 - КУГЛИЦА
 Г - ЛЕЖАЈ
??? - АУТО-
