6083. емисија
91. циклус
52. емисија
22. 10. 2015.
www.youtube.com/watch?v=WvFKCNuk_xM

А1 - ТРН
А2 - ЦВЕТ
А3 - ВЕТРОВИ
А4 - ШИПАК
 А - РУЖА
Б1 - КЊИГА
Б2 - ПРЕДАЊЕ
Б3 - ЗАВЕТ
Б4 - ЈЕВАНЂЕЉЕ
 Б - БИБЛИЈА
В1 - МАРАТОН
В2 - КОЛУБАРА
В3 - ВАТЕРЛО
В4 - ЛЕПАНТ
 В - БИТКА
Г1 - ИНСТРУМЕНТ
Г2 - ЛИМ
Г3 - САЧМО
Г4 - УЗБУНА
 Г - ТРУБЕ
??? - ЈЕРИХОН

А1 - ШКОЛА
А2 - УНИФОРМА
А3 - КЊИЖИЦА
А4 - РАСТАНАК
 А - ЂАК
Б1 - РЕКА
Б2 - БЕЛИ
Б3 - СВРЉИШКИ
Б4 - КРАЈИНА
 Б - ТИМОК
В1 - ГЛАДИЈАТОР
В2 - РИМ
В3 - СУБОТИЦА
В4 - КИРК ДАГЛАС
 В - СПАРТАК
Г1 - МУЛА
Г2 - ЈУСУФ
Г3 - КУЧУК
Г4 - АЛИЈА
 Г - ДАХИЈЕ
??? - БУНА
