6286. емисија
95. циклус
11. емисија
12. 05. 2016.
www.youtube.com/watch?v=cbyb54v8CYI

А1 - КВАСАЦ
А2 - СЛАД
А3 - КРИГЛА
А4 - ХЛАДНО
 А - ПИВО
Б1 - МОРЕ
Б2 - БЕСНИЛО
Б3 - КУПАЊЕ
Б4 - БРИЈАЊЕ
 Б - ПЕНА
В1 - КРАВАТА
В2 - СВИЛА
В3 - ЗМИЈА
В4 - ДУГМЕ
 В - КОШУЉА
Г1 - БЛАТО
Г2 - ТУШ
Г3 - СУМО
Г4 - СТРУЊАЧА
 Г - РВАЊЕ
??? - КРАГНА

А1 - ЕУРЕКА
А2 - ТЕХНИЧКИ
А3 - ИЗУМ
А4 - ИСТРАЖИВАЊЕ
 А - ПРОНАЛАЗАК
Б1 - КЉУЧ
Б2 - ЦИЛИНДАР
Б3 - КАЛАУЗ
Б4 - ШИФРА
 Б - БРАВА
В1 - ВЕНТИЛ
В2 - БЛЕНДА
В3 - ЧЕП
В4 - СИГУРНОСНИ
 В - ЗАТВАРАЧ
Г1 - КАНЦЕЛАРИЈА
Г2 - КРЕДИТНИ
Г3 - ТУРИСТ
Г4 - ИНФОРМ
 Г - БИРО
??? - ПАТЕНТ
