6277. емисија
95. циклус
2. емисија
03. 05. 2016.
www.youtube.com/watch?v=mYESr4xlj7c

А1 - БЕОГРАД
А2 - СПОМЕНИК
А3 - ШАМПИОН
А4 - ОЛИМПИЈСКИ
 А - ПОБЕДНИК
Б1 - УКРАС
Б2 - ФИТИЉ
Б3 - ЦРКВЕНА
Б4 - ВОСАК
 Б - СВЕЋА
В1 - РОБА
В2 - СКОК
В3 - ВРЕДНОСТ
В4 - ПЛАЋАЊЕ
 В - ЦЕНА
Г1 - КУКУРУЗ
Г2 - ЗОБ
Г3 - ЈЕЧАМ
Г4 - ОВАС
 Г - ЖИТО
??? - СЛАВА

А1 - ГИМНАСТИКА
А2 - СПРАВА
А3 - ТЛО
А4 - ПРИЗЕМЉЕ
 А - ПАРТЕР
Б1 - ЛАИК
Б2 - ЉУБИТЕЉ
Б3 - РЕКРЕАТИВАЦ
Б4 - НЕПРОФЕСИОНАЛАЦ
 Б - АМАТЕР
В1 - ВАГА
В2 - ЧЕСМА
В3 - МОСКВА
В4 - ТРГ
 В - ТЕРАЗИЈЕ
Г1 - РОПСТВО
Г2 - УКИДАЊЕ
Г3 - АМЕРИКА
Г4 - ПРЕДСЕДНИК
 Г - АБРАХАМ ЛИНКОЛН
??? - ПОЗОРИШТЕ
