6281. емисија
95. циклус
6. емисија
07. 05. 2016.
www.youtube.com/watch?v=EZ2uGmnEfrI

А1 - ПРОПАГАНДА
А2 - КОКА-КОЛА
А3 - НЕОН
А4 - ХВАЉЕЊЕ
 А - РЕКЛАМА
Б1 - МЕДИЈ
Б2 - ЕЛЕКТРОНСКИ
Б3 - ПРЕТПЛАТА
Б4 - АНТЕНА
 Б - ТЕЛЕВИЗИЈА
В1 - НОТЕ
В2 - СВАДБА
В3 - ЗАБАВА
В4 - ТЕМПО
 В - МУЗИКА
Г1 - СПОЈ
Г2 - РЕЗ
Г3 - РУКАВ
Г4 - АКЦЕНАТ
 Г - КРАТКИ
??? - СПОТ

А1 - ОСНОВНА
А2 - ЈЕДИНИЦА
А3 - АРАК
А4 - ИНСТРУМЕНТ
 А - МЕРА
Б1 - ПОТ
Б2 - УЛОГ
Б3 - ТЕКСАС ХОЛДЕМ
Б4 - АПАРАТ
 Б - ПОКЕР
В1 - НОТНИ СИСТЕМ
В2 - ДРУШТВЕНА
В3 - МОЛСКА
В4 - ДУРСКА
 В - ЛЕСТВИЦА
Г1 - ...ВРАТА
Г2 - ...ЛЕЖИШТА
Г3 - ...КАМАТА
Г4 - ПОКРЕТНА
 Г - КЛИЗНА
??? - СКАЛА
