5815. емисија
87. циклус
28. емисија
13. 01. 2015.
www.youtube.com/watch?v=nW_w9zcRIBE

А1 - РЕКА
А2 - ХРВАТСКА
А3 - ВУЛКАН
А4 - КОНУС
 А - КУПА
Б1 - КРЕТАЊЕ
Б2 - ПЛАНЕТА
Б3 - МЕТАК
Б4 - ОРБИТА
 Б - ПУТАЊА
В1 - КУКОВИ
В2 - ГРУДИ
В3 - ОПСЕГ
В4 - О 
 В - ОБИМ
Г1 - ОДСЕК
Г2 - ДРУШТВЕНИ
Г3 - ЈАВНИ
Г4 - РАЗВОЈНИ
 Г - СЕКТОР
??? - КРУГ

А1 - ТЕМПО
А2 - ПРАВАЦ
А3 - ТУШ
А4 - ПРАТЊА
 А - МУЗИКА
Б1 - ШКОЛА
Б2 - СКЕЧЕВИ
Б3 - РЕЦИТАЦИЈЕ
Б4 - ПЕСМИЦЕ
 Б - ПРИРЕДБА
В1 - НОЋ
В2 - РЕПРИЗА
В3 - ПОКЛОНИ
В4 - ДОЧЕК
 В - НОВА ГОДИНА
Г1 - ДУНАВ
Г2 - ШЕНБРУН
Г3 - ШНИЦЛА
Г4 - КОНГРЕС
 Г - БЕЧ
??? - КОНЦЕРТ
