5621. емисија
84. циклус
17. емисија
19. 05. 2014.
www.youtube.com/watch?v=I3_nHAiXmhM

А1 - МИТИНГ
А2 - ДИСИПЛИНА
А3 - КРАЉИЦА
А4 - СПОРТ
 А - АТЛЕТИКА
Б1 - КОЗА
Б2 - ПАРК
Б3 - БОБ
Б4 - БОГАЗ
 Б - СТАЗА
В1 - ПОЗОРИШТЕ
В2 - МАСОНИ
В3 - СВЕЧАНА
В4 - МИШИЋНА
 В - ЛОЖА
Г1 - ЗНАК
Г2 - ЦРВЕНО
Г3 - СВЕТЛО
Г4 - ТРЕПТАЊЕ
 Г - СЕМАФОР
??? - СТАДИОН

А1 - ПРСТИ
А2 - ДЛАН
А3 - ЛЕВА
А4 - ДЕСНА
 А - РУКА
Б1 - ПАРТИЈА
Б2 - ТАБЛА
Б3 - ФИГУРА
Б4 - МАТ
 Б - ШАХ
В1 - МИНЕРАЛ
В2 - ЛАМПА
В3 - ГРЕЈАЛИЦА
В4 - ПЕСАК
 В - КВАРЦ
Г1 - ПЕРИОД
Г2 - ОСЦИЛАЦИЈЕ
Г3 - ЊУТН
Г4 - ФУКО
 Г - КЛАТНО
??? - ЧАСОВНИК
