6614. емисија
100. циклус
34. емисија
05. 06. 2017.
www.youtube.com/watch?v=3UuAgxZmDiQ

А1 - ПОСАО
А2 - ИГЛА
А3 - КОНАЦ
А4 - ПО МЕРИ
 А - ШИВЕЊЕ
Б1 - ДОКУМЕНТА
Б2 - ЧУВАЊЕ
Б3 - ИСТОРИЈСКИ
Б4 - ГРАЂА
 Б - АРХИВ
В1 - НАРАВ
В2 - ЋУД
В3 - ОКОЛИНА
В4 - НЕУКРОТИВА
 В - ПРИРОДА
Г1 - ОСЛОНАЦ
Г2 - КЉУЧАЊЕ
Г3 - КРИТИЧНА
Г4 - РЕЧЕНИЦА
 Г - ТАЧКА
??? - МАТЕРИЈАЛ

А1 - КУЋИЦА
А2 - МЛАДИ
А3 - ЗЛАТИЦА
А4 - ВАЂЕЊЕ
 А - КРОМПИР
Б1 - ВРАТА
Б2 - ШАРЕНА
Б3 - МЛАДУНЧЕ
Б4 - ЗЛАТНО
 Б - ТЕЛЕ
В1 - ТИГАЊ
В2 - УЉЕ
В3 - БРАШНО
В4 - АЛЕВА ПАПРИКА
 В - ЗАПРШКА
Г1 - ЧОКОЛАДА
Г2 - ПАЛАНКА
Г3 - ЦРКВА
Г4 - КУГА
 Г - БЕЛА
??? - ЧОРБА
