5987. емисија
90. циклус
17. емисија
04. 07. 2015.
www.youtube.com/watch?v=rlhkx4JBqmg

А1 - УЧЕСНИК
А2 - ПРОПИСИ
А3 - НЕСРЕЋА
А4 - ВЕЗЕ
 А - САОБРАЋАЈ
Б1 - КУЋА
Б2 - ПОДИЗАЊЕ
Б3 - ВИСОКО-
Б4 - НИСКО-
 Б - ГРАДЊА
В1 - ПРАВАЦ
В2 - ПЛИВАЊЕ
В3 - ЛЕТЕЊЕ
В4 - ХОДАЊЕ
 В - КРЕТАЊЕ
Г1 - ПОРУКА
Г2 - ПОШИЉКА
Г3 - ОСТАВКА
Г4 - ВЕЖБА
 Г - ПИСМЕНА
??? - ДОЗВОЛА

А1 - ПОСЛОВНА
А2 - АТМОСФЕРА
А3 - НЕДЕЉА
А4 - АКЦИЈА
 А - РАДНА
Б1 - ЦРКВА
Б2 - ЗАШТИТНИК
Б3 - ПРАЗНИК
Б4 - ВЕЛИКИ
 Б - СВЕТАЦ
В1 - КЊИЖЕВНИК
В2 - ТОЛСТОЈ
В3 - МАН
В4 - ЂОРОВИЋ
 В - ПИСАЦ
Г1 - ДОГАЂАЈ
Г2 - ДЕСКРИПЦИЈА
Г3 - ЛИЧНИ
Г4 - ПРИКАЗ
 Г - ОПИС
??? - БИОГРАФИЈА
