7195. емисија
110. циклус
3. емисија
08. 01. 2019.
www.youtube.com/watch?v=81FvbtZVLMo

А1 - ЗЕЛЕНИ
А2 - ЦРНИ
А3 - ЛИМУН
А4 - МЕД
 А - ЧАЈ
Б1 - КАНЦЕЛАРИЈА
Б2 - ПРАКСА
Б3 - ОДБРАНА
Б4 - ДРВЕНИ
 Б - АДВОКАТ
В1 - СКОРДИСЦИ
В2 - ДРУИДИ
В3 - ШКОТИ
В4 - ИРЦИ
 В - КЕЛТИ
Г1 - ПОЉЕ
Г2 - ТРКА
Г3 - БИТКА
Г4 - ФИЛМСКИ
 Г - МАРАТОН
??? - БОСТОН

А1 - ПАС
А2 - ЛАВ
А3 - ТАЛАСИ
А4 - ОТВОРЕНО
 А - МОРЕ
Б1 - РЕМЕТА
Б2 - ГОСПОЈИНА
Б3 - КРСНА
Б4 - МО
 Б - МАЛА
В1 - ПРИПРАВНОСТ
В2 - АЛАН
В3 - ЗВОНО
В4 - ЛАЖНА
 В - УЗБУНА
Г1 - КУПЕ
Г2 - КАРАВАН
Г3 - КАБРИОЛЕТ
Г4 - СПОРТСКИ
 Г - АУТОМОБИЛ
??? - СИРЕНА
