5833. емисија
87. циклус
46. емисија
31. 01. 2015.
www.youtube.com/watch?v=lIUAv0N9ugw

А1 - БЕРМУДА
А2 - МАРШАЛ
А3 - СОЛОМОН
А4 - ДЕВИЧАНСКА
 А - ОСТРВА
Б1 - СКАЛА
Б2 - ТОНСКА
Б3 - МОЛСКА
Б4 - ДУРСКА
 Б - ЛЕСТВИЦА
В1 - РАЗРЕД
В2 - СТАЛЕЖ
В3 - ПРВА
В4 - ДРУГА
 В - КЛАСА
Г1 - ХЛЕБ
Г2 - МЕТА
Г3 - КРАЈЕВИ
Г4 - АРИТМЕТИКА
 Г - СРЕДИНА
??? - ДРУШТВЕНА

А1 - НИЛ
А2 - КАРТУМ
А3 - ПУСТИЊА
А4 - АФРИКА
 А - СУДАН
Б1 - СТРУЈА
Б2 - СВЕСТ
Б3 - ДОГАЂАЈ
Б4 - ВОДЕНИ
 Б - ТОК
В1 - КОБАСИЦА
В2 - АЛПИ
В3 - АУСТРИЈА
В4 - ПОКРАЈИНА
 В - ТИРОЛ
Г1 - ИНДОКИНА
Г2 - ПИРИНАЧ
Г3 - ХО ШИ МИН
Г4 - РАТ
 Г - ВИЈЕТНАМ
??? - ЈУЖНИ
