6441. емисија
97. циклус
44. емисија
14. 12. 2016.
www.youtube.com/watch?v=TAysjU9CpRY

А1 - ДРУШТВО
А2 - ОРГАНИ
А3 - Si
А4 - ЛОТО
 А - СИСТЕМ
Б1 - СЕРИЈА
Б2 - КОЛОНА
Б3 - УЛИЦА
Б4 - РЕД
 Б - НИЗ
В1 - ЈАПАН
В2 - ЕНИГМАТИКА
В3 - 9Х9
В4 - ПАЗЛ
 В - СУДОКУ
Г1 - УГЛОВИ
Г2 - СМЕР
Г3 - ВЕЗНИЦИ
Г4 - КОНТРАСНИ
 Г - СУПРОТНИ
??? - БРОЈЕВИ

А1 - ГОРИВО
А2 - ЧВРСТО
А3 - РУДНИК
А4 - КОЛУБАРА
 А - УГАЉ
Б1 - СТАРИ
Б2 - НОВИ
Б3 - МРКОЊИЋ
Б4 - СОКО
 Б - ГРАД
В1 - ОБЛАСТ
В2 - КОСОВО
В3 - ПРОКЛЕТИЈЕ
В4 - КОТЛИНА
 В - МЕТОХИЈА
Г1 - ВАРНИЦА
Г2 - ЕНЕРГИЈА
Г3 - ГИТАРА
Г4 - ЈЕГУЉА
 Г - ЕЛЕКТРИЧНА
??? - ПЕЋ
