6473. емисија
98. циклус
15. емисија
15. 01. 2017.
www.youtube.com/watch?v=RWdZtxjBr8M

А1 - СУПЕРНОВА
А2 - ПЕЧУРКА
А3 - ДИНАМИТ
А4 - МИНА
 А - ЕКСПЛОЗИЈА
Б1 - МЕЧКА
Б2 - СВИРАЛА
Б3 - ПУТ
Б4 - БУЏЕТ
 Б - РУПА
В1 - АРМСТРОНГ
В2 - МИСИЈА
В3 - ЦИКЛУС
В4 - САТЕЛИТ
 В - МЕСЕЦ
Г1 - ОРИЗАБА
Г2 - ФУЏИЈАМА
Г3 - ЕТНА
Г4 - МАУНА КЕА
 Г - ВУЛКАН
??? - КРАТЕР

А1 - РАКИЈА
А2 - КАФА
А3 - РАДИНОСТ
А4 - ЖИВОТИЊА
 А - ДОМАЋА
Б1 - ВОДОМЕР
Б2 - ДЛАН
Б3 - ТЕКСТ
Б4 - С УСАНА
 Б - ЧИТАЊЕ
В1 - ПЛЕС
В2 - АУТО
В3 - БЕЧ
В4 - ЈАХАЊЕ
 В - ШКОЛА
Г1 - ЕЛЕКТРОНСКА
Г2 - УТИСАК
Г3 - СЛИКОВНИЦА
Г4 - БИБЛИОТЕКА
 Г - КЊИГА
??? - ЛЕКТИРА
