6115. емисија
92. циклус
23. емисија
23. 11. 2015.
www.youtube.com/watch?v=c130seXYwW0

А1 - ЛЕТО
А2 - МУЗИКА
А3 - ПРОГРАМ
А4 - СМОТРА
 А - ФЕСТИВАЛ
Б1 - ЖЕЛЕЗНИК
Б2 - ФАБРИКА
Б3 - КОНЗЕРВА
Б4 - АМБАЛАЖА
 Б - ЛИМЕНКА
В1 - РЕКОРД
В2 - КЊИГА
В3 - ПРЕЗИМЕ
В4 - АЛЕК
 В - ГИНИС
Г1 - МРАЧНО
Г2 - ЦРНО
Г3 - ЗАГАСИТО
Г4 - СТАКЛО
 Г - ТАМНО
??? - ПИВО

А1 - КЕШ
А2 - КАРТИЦА
А3 - НАЧИН
А4 - РАТЕ
 А - ПЛАЋАЊЕ
Б1 - ТЕРЕН
Б2 - МАЛИ
Б3 - ЛИГА
Б4 - КОПАЧКЕ
 Б - ФУДБАЛ
В1 - ЗАСЛУЖЕНА
В2 - СТРОГА
В3 - НОВЧАНА
В4 - ЗАТВОР
 В - КАЗНА
Г1 - ЧЕКИЋ
Г2 - ПЕСНИЦА
Г3 - БОКС
Г4 - ДИРЕКТАН
 Г - УДАРАЦ
??? - ПЕНАЛ
