5801. емисија
87. циклус
14. емисија
30. 12. 2014.
www.youtube.com/watch?v=n_OoDFtl82U

А1 - ГРАДИЛИШТЕ
А2 - КУХИЊА
А3 - ДИПЛОМАТИЈА
А4 - РУКОВОДСТВО
 А - ШЕФ
Б1 - ЈАВНИ
Б2 - СПЕЦИЈАЛНИ
Б3 - ДРЖАВНИ
Б4 - ХАГ
 Б - ТУЖИЛАЦ
В1 - ЕЛЕМЕНТ
В2 - ХРАНА
В3 - САДРЖАЈ
В4 - ШТЕТАН
 В - САСТОЈАК
Г1 - БОГ
Г2 - КОМАНДАНТ
Г3 - СУД
Г4 - ВОЂА
 Г - ВРХОВНИ
??? - ГЛАВНИ

А1 - ПСИ
А2 - ПЕТЛОВИ
А3 - ФЕР
А4 - РИНГ
 А - БОРБА
Б1 - РАВНЕ ЧАСТИ
Б2 - ДЕОБА
Б3 - ПЛЕН
Б4 - РАЗДВАЈАЊЕ
 Б - ПОДЕЛА
В1 - ОДУЗИМАЊЕ
В2 - РЕЗУЛТАТ
В3 - СКУПОВИ
В4 - ГОЛ
 В - РАЗЛИКА
Г1 - ПСИХА
Г2 - КОЛЕКТИВНА
Г3 - РАЗУМ
Г4 - ЧИСТА
 Г - СВЕСТ
??? - КЛАСНА/КЛАСА
