7256. емисија
112. циклус
4. емисија
10. 03. 2019.
www.youtube.com/watch?v=kbmxM-6QOiw

А1 - ЗИД 
А2 - ЛЕПИЊА
А3 - ЂАК
А4 - КЛУБ
 А - СЕНДВИЧ
Б1 - ТРГОВИНА
Б2 - АКЦИЈА
Б3 - ВОЛ СТРИТ
Б4 - КРАХ
 Б - БЕРЗА
В1 - СТИПЕНДИЈА
В2 - ДОМ
В3 - ФАКУЛТЕТ
В4 - ВЕЧИТИ
 В - СТУДЕНТ
Г1 - ПУБЛИКА
Г2 - БРОДВЕЈ
Г3 - ПРЕДСТАВА
Г4 - ЛУТКЕ
 Г - ПОЗОРИШТЕ
??? - ИНДЕКС

А1 - КАМЕН
А2 - ЗЕЦ
А3 - КИТ
А4 - НИЛ
 А - ПЛАВИ
Б1 - ПОСАО
Б2 - ПЉЕВЉА
Б3 - ВЕЛЕЊЕ
Б4 - КОСТОЛАЦ
 Б - РУДАР
В1 - РЕГРУТ
В2 - УНИВЕРЗАЛНЕ
В3 - ШВЕЈК
В4 - ОЛОВО
 В - ВОЈНИК
Г1 - МРАЧНИ
Г2 - ДОН КИХОТ
Г3 - РЕД
Г4 - БИХ
 Г - ВИТЕЗ
??? - ШЛЕМ
