7039. емисија
107. циклус
32. емисија
04. 08. 2018.
www.youtube.com/watch?v=jTzL-xiobQI

А1 - СЛОВО
А2 - ШПАНИЈА
А3 - ЕЛЕКТРОН
А4 - ВИТАМИН
 А - "E"
Б1 - ИГЛА
Б2 - МАГНЕТ
Б3 - ОРЈЕНТАЦИЈА
Б4 - БРОД
 Б - КОМПАС
В1 - ВЕТАР
В2 - ПЕГЕ
В3 - САТ
В4 - КОРОНА
 В - СУНЦЕ
Г1 - ПРОСВЕТЛИТИ
Г2 - ПАМЕТНИ
Г3 - ВАВИЛОНСКИ
Г4 - СИОНСКИ
 Г - МУДРАЦИ
??? - ИСТОК

А1 - РОБИЈАШИ
А2 - ВИКТОРИЈА
А3 - ДОЛАР
А4 - НИКОЛ КИДМАН
 А - АУСТРАЛИЈА
Б1 - ПЛАНИНА
Б2 - ТРАВА
Б3 - ЛИВАДА
Б4 - СТОКА
 Б - ПАШЊАК
В1 - ОГРЛИЦА
В2 - ЛАНАЦ
В3 - КУЋИЦА
В4 - БОКСЕР
 В - ПАС
Г1 - СТРАЖА
Г2 - ДЕЦА
Г3 - ТАЈНА
Г4 - БРИГА
 Г - ЧУВАЊЕ
??? - ОВЦЕ
