6361. емисија
96. циклус
25. емисија
25. 09. 2016.
www.youtube.com/watch?v=L5sPtE15MkM

А1 - ТРОФЕЈ
А2 - ПЉАЧКА
А3 - РАТНИ
А4 - БОГАТ
 А - ПЛЕН
Б1 - КУЛА
Б2 - ИГРА
Б3 - МАЂАРИЦЕ
Б4 - БОЈА
 Б - КАРТЕ
В1 - БОРБА
В2 - РАЗЛИКА
В3 - СВЕСТ
В4 - СТАЛЕШКА
 В - КЛАСНА
Г1 - ОСТРВО
Г2 - ДРЖАВА
Г3 - МЕДИТЕРАН
Г4 - ЛАРНАКА
 Г - КИПАР
??? - ПОДЕЛА

А1 - СТРУЈНИ
А2 - МЕТАЛ
А3 - ЕЛЕКТРОЛИТ
А4 - НАИЗМЕНИЧНИ ОТПОР
 А - ПРОВОДНИК
Б1 - ДРЖАВНИ
Б2 - ВОЈНИ
Б3 - СРЦЕ
Б4 - МОНЕТАРНИ
 Б - УДАР
В1 - ЗИМА
В2 - ДРВА
В3 - ГАС
В4 - ДАЉИНСКО
 В - ГРЕЈАЊЕ
Г1 - "E"
Г2 - АТОМ
Г3 - КИНЕТИКА
Г4 - ПОТЕНЦИЈАЛ
 Г - ЕНЕРГИЈА
??? - ТОПЛОТА
