5651. емисија
84. циклус
47. емисија
18. 06. 2014.
www.youtube.com/watch?v=OfkgbV0Cb5c

А1 - ЋЕРКА
А2 - КЕЦ
А3 - МЕРНА
А4 - ИНТЕРВЕНТНА
 А - ЈЕДИНИЦА
Б1 - ОБАВЕШТЕЊЕ
Б2 - ПОДАТАК
Б3 - РАЗМЕНА
Б4 - БИРО
 Б - ИНФОРМАЦИЈА
В1 - БРОЈ
В2 - ЗВИЖДУК
В3 - АВГУСТ
В4 - ОКТАВА
 В - ОСАМ
Г1 - СРЖ
Г2 - ЕСЕНЦИЈА
Г3 - БИНАРНА
Г4 - ЦИФРА
 Г - БИТ
??? - БАЈТ

А1 - ПРЕСЕК
А2 - УНИЈА
А3 - ПРАЗАН
А4 - ПРЕБРОЈИВ
 А - СКУП
Б1 - ВРЕМЕ
Б2 - ЦИКЛУС
Б3 - ПОЛУРАСПАД
Б4 - ПРЕЛАЗНИ
 Б - ПЕРИОД
В1 - СУНЦЕ
В2 - КООРДИНАТЕ
В3 - МЕРЕ
В4 - ОПЕРАТИВНИ
 В - СИСТЕМ
Г1 - ОТАЦ
Г2 - ГЕОМЕТРИЈА
Г3 - ПОСТУЛАТИ
Г4 - АЛЕКСАНДРИЈА
 Г - ЕУКЛИД
??? - ЕЛЕМЕНТИ
