6041. емисија
91. циклус
10. емисија
10. 09. 2015.
www.youtube.com/watch?v=u9NH3ZRNepM

А1 - СТРАЖАРСКО
А2 - РОДНО
А3 - НАСЕЉЕНО
А4 - ПОД СУНЦЕМ
 А - МЕСТО
Б1 - ТИШИНА
Б2 - ПРЕДСЕДНИК
Б3 - ПАРЛАМЕНТ
Б4 - ЛОКАЛНИ
 Б - ИЗБОРИ
В1 - КАРТОН
В2 - ЦИПЕЛЕ
В3 - ЧУПАВАЦ
В4 - ПАНДОРА
 В - КУТИЈА
Г1 - ТОП
Г2 - КЛАДИОНИЦА
Г3 - КУРС
Г4 - ЦРНА
 Г - ЛИСТА
??? - ГЛАСАЧ

А1 - ПОТОК
А2 - УМ
А3 - ПОГЛЕД
А4 - ПРОЗИРАН
 А - БИСТАР
Б1 - ГМИЗАВАЦ
Б2 - ЧЕЉУСТ
Б3 - КОЖА
Б4 - НИЛ
 Б - КРОКОДИЛ
В1 - ЛЕК
В2 - КОМЕДИЈА
В3 - ЗАРАЗАН
В4 - ГРОМКИ
 В - СМЕХ
Г1 - ПЛАНИНА
Г2 - ЛОВОР
Г3 - ЗЕЛЕНИ
Г4 - САВСКИ
 Г - ВЕНАЦ
??? - СУЗА
