7142. емисија
109. циклус
13. емисија
16. 11. 2018.
www.youtube.com/watch?v=vPTrbAdraKk

А1 - КОЛОР
А2 - КАТОДНА ЦЕВ
А3 - "ДАЉИНАЦ"
А4 - АНТЕНА
 А - ТЕЛЕВИЗОР
Б1 - ДРУГО
Б2 - РАЧУН
Б3 - РАТ
Б4 - СТВАРИ
 Б - СТАЊЕ
В1 - АНАНАС
В2 - СВАДБА
В3 - СЛАДОЛЕД
В4 - ДОБОШ
 В - ТОРТА
Г1 - ОСВЕТА
Г2 - СЛИКА
Г3 - ПРИТИСАК
Г4 - ДЕЛИКТ
 Г - КРВ
??? - ПЛАЗМА

А1 - ПОЉОПРИВРЕДА
А2 - ПАРА
А3 - ВЕШ
А4 - ШИВЕЊЕ
 А - МАШИНА
Б1 - ШКОЛА
Б2 - ТОБОГАН
Б3 - ЏЕЗ
Б4 - КУТИЈА
 Б - МУЗИКА
В1 - БАКТЕРИЈЕ
В2 - ЦЕНТАР
В3 - АТАШЕ
В4 - МИНИСТАР
 В - КУЛТУРА
Г1 - ПРАВОСЛАВНИ
Г2 - КАТОЛИЧКИ
Г3 - ВИВАЛДИ
Г4 - ЗАДОК
 Г - СВЕШТЕНИК
??? - ПОП
