6849. емисија
104. циклус
25. емисија
26. 01. 2018.
www.youtube.com/watch?v=jYusSytjVxo

А1 - МРАК
А2 - ИСТОРИЈА
А3 - ЕПОХА
А4 - ФЕУДАЛИЗАМ
 А - СРЕДЊИ ВЕК
Б1 - РАЗМЕНА
Б2 - РОБА
Б3 - ДЕЛАТНОСТ
Б4 - ВЕЛИКО
 Б - ТРГОВИНА
В1 - РОЖЊАЧА
В2 - ТАЧКА
В3 - ОКО
В4 - ЦЕНТАР
 В - ЗЕНИЦА
Г1 - КУПОН
Г2 - ГОРИВО
Г3 - ИСХРАНА
Г4 - ТАЧКЦИЕ
 Г - БОН
??? - ГРАД

А1 - ЈАРД
А2 - МЕТАР
А3 - ХВАТ
А4 - ДИМЕНЗИЈА
 А - ДУЖИНА
Б1 - ОПАСНА
Б2 - ЗАВОЈ
Б3 - СЕЋИ
Б4 - ЛАКАТ
 Б - КРИВИНА
В1 - КРЕТАЊЕ
В2 - АЗИМУТ
В3 - МУЗИКА
В4 - ПУТОКАЗ
 В - ПРАВАЦ
Г1 - СРЕМ
Г2 - ЕКРАН
Г3 - ТОН
Г4 - ГЛАДАК
 Г - РАВАН
??? - ПУТ
