5849. емисија
88. циклус
1. емисија
16. 02. 2015.
www.youtube.com/watch?v=YnamgWtW6p8

А1 - ИНДУСТРИЈА
А2 - ВЛАКНО
А3 - ДРВО
А4 - ЗАЧИН
 А - БИЉКА
Б1 - МАСА
Б2 - ВЕШТАЧКА
Б3 - ИГРАЧКА
Б4 - КЕСА
 Б - ПЛАСТИКА
В1 - ЛАБОРАТОРИЈА
В2 - ТЕЧНОСТ
В3 - ЧИНИЈА
В4 - ЗДЕЛА
 В - ПОСУДА
Г1 - ДАСКА
Г2 - КРИЛО
Г3 - КРОВ
Г4 - ОКНО
 Г - ПРОЗОР
??? - САКСИЈА

А1 - СТОП
А2 - МАРИЦА
А3 - РЕД
А4 - АКАДЕМИЈА
 А - ПОЛИЦИЈА
Б1 - ТРЕЋИ
Б2 - ПОЗОРИШТЕ
Б3 - ДЕО
Б4 - СРАМНИ
 Б - ЧИН 
В1 - ОШТРИЈА
В2 - КРИВА
В3 - ОПЕРАЦИЈА
В4 - ДАМАСК
 В - САБЉА
Г1 - КРИВАЦ
Г2 - РЕДАР
Г3 - КРИТИЧАР
Г4 - ЛЕКАР
 Г - ДЕЖУРНИ
??? - ОФИЦИР
