6828. емисија
104. циклус
4. емисија
05. 01. 2018.
www.youtube.com/watch?v=b82mRLatTTQ

А1 - ПИШТОЉ
А2 - МЕТАК
А3 - ПРОМЕР
А4 - МИЛИМЕТАР
 А - КАЛИБАР
Б1 - ХРАМ
Б2 - СИДАРТА
Б3 - ОСНИВАЧ
Б4 - РЕЛИГИЈА
 Б - БУДА
В1 - ОБАВЕШТАЈНА
В2 - ОПАСНОСТ
В3 - УЗВИК
В4 - ПИТАЊЕ
 В - ЗНАК
Г1 - ОБРАТИ
Г2 - БУДНОСТ
Г3 - ПОЗОР
Г4 - КОНЦЕНТРАЦИЈА
 Г - ПАЖЊА
??? - МАЛИ

А1 - БОЖИЋ
А2 - БОГОЈАВЉЕЊЕ
А3 - МЕСЕЦ
А4 - СВЕТИ САВА
 А - ЈАНУАР
Б1 - СУБЈЕКТИВНИ
Б2 - ОПШТИ
Б3 - ИМПРЕСИЈА
Б4 - КЊИГА
 Б - УТИСАК
В1 - ЛИФТ
В2 - НАЈВИШИ
В3 - СТЕПЕНИЦЕ
В4 - АУТОБУС
 В - СПРАТ
Г1 - ШЕФ
Г2 - УРЕДНИК
Г3 - ОДГОВОРНИ
Г4 - ГРАД
 Г - ГЛАВНИ
??? - ПРВИ
