7331. емисија
114. циклус
19. емисија
24. 05. 2019.
www.youtube.com/watch?v=lDzpknBZ_NQ

А1 - РАШКА
А2 - ВИЗАНТИЈА
А3 - ГОТИКА
А4 - ПЛИВАЊЕ
 А - СТИЛ
Б1 - ПАР
Б2 - СПОРТ
Б3 - АКСЕЛ
Б4 - ТУЛУП
 Б - УМЕТНИЧКО КЛИЗАЊЕ
В1 - ВОДА
В2 - ГЛАГОЛ
В3 - ФОРМА
В4 - РЕЉЕФ
 В - ОБЛИК
Г1 - СРЕДИНА
Г2 - ПРОЈЕКЦИЈА
Г3 - СЛИКА
Г4 - ЕУКЛИД
 Г - ГЕОМЕТРИЈА
??? - ФИГУРА

А1 - КВАДРИЦЕПС
А2 - СВИЊА
А3 - НОГА
А4 - ХАНС-ЈЕРГ
 А - БУТ
Б1 - ДАСКА
Б2 - НАРОД
Б3 - ЗАВЕСА
Б4 - ТРУПА
 Б - ПОЗОРИШТЕ
В1 - ВЕЛИКИ МАЈСТОР
В2 - ЗИДАРИ
В3 - ОБРЕД
В4 - ДРУШТВО
 В - МАСОНИ
Г1 - СПОРТСКИ
Г2 - ИСТРАЖИВАЧ
Г3 - ПРИЛОГ
Г4 - ПАТКА
 Г - НОВИНАР
??? - ЛОЖА
