6204. емисија
93. циклус
51. емисија
20. 02. 2016.
www.youtube.com/watch?v=C9L5ahmhqe4

А1 - ГРАВИТАЦИЈА
А2 - ЧЛАН
А3 - КРИВИЦА
А4 - ПРОПИС
 А - ЗАКОН
Б1 - ВИСИНА
Б2 - ТЕЖИШТЕ
Б3 - БЕРМУДИ
Б4 - ПИТАГОРА
 Б - ТРОУГАО
В1 - МИШИЋ
В2 - ВРХ
В3 - ПОГАН
В4 - ЗУБИ
 В - ЈЕЗИК
Г1 - КРВ
Г2 - АТМОСФЕРА
Г3 - ГУМЕ
Г4 - МЕРЕЊЕ
 Г - ПРИТИСАК
??? - ПАСКАЛ

А1 - ЗИМА
А2 - ПОКРИВАЧ
А3 - СЛЕПИЛО
А4 - КИЛИМАНЏАРО
 А - СНЕГ
Б1 - ПОЉЕ
Б2 - ПРОБЛЕМ
Б3 - КЛУБ
Б4 - ПОТЕЗ
 Б - ШАХ
В1 - РОГ
В2 - ТРАВА
В3 - АЛБИОН
В4 - ПАЦИЈЕНТ
 В - ЕНГЛЕСКА
Г1 - МИТИНГ
Г2 - СТАДИОН
Г3 - ЛАКА
Г4 - ТЕШКА
 Г - АТЛЕТИКА
??? - КРАЉИЦА
