5869. емисија
88. циклус
21. емисија
08. 03. 2015.
www.youtube.com/watch?v=YUoXo5HvSt8

А1 - ГЛАВОНОЖАЦ
А2 - МОРЕ
А3 - САЛАТА
А4 - МАСТИЛО
 А - ХОБОТНИЦА
Б1 - ТЕМЕ
Б2 - СИНУС
Б3 - РАДИЈАН
Б4 - МРТАВ
 Б - УГАО
В1 - ВЕТАР
В2 - ХОЛАНДИЈА
В3 - МЛИН
В4 - ДОН КИХОТ
 В - ВЕТРЕЊАЧА
Г1 - КРОЈАЧ
Г2 - БАШТА
Г3 - ПРЕТИЦАЊЕ
Г4 - ФРИЗЕР
 Г - МАКАЗЕ
??? - КРАЦИ

А1 - СОНАТА
А2 - УШТАП
А3 - МЕД
А4 - ПОМРАЧЕЊЕ
 А - МЕСЕЦ
Б1 - ЗВЕЗДА
Б2 - ОБАЛА
Б3 - ПУЧИНА
Б4 - ОСТРВО
 Б - МОРЕ 
В1 - ПЕРИОД
В2 - ФОТОСИНТЕЗА
В3 - КРЕБС
В4 - ПОКОСОВСКИ
 В - ЦИКЛУС
Г1 - СТУДЕНТ
Г2 - УПИСНИЦА
Г3 - БЕРЗА
Г4 - ИНДИКАТОР
 Г - ИНДЕКСИ
??? - ПЛИМА
