6548. емисија
99. циклус
29. емисија
31. 03. 2017.
www.youtube.com/watch?v=DOtTdURh4fY

А1 - НЕБО
А2 - ТЕЛО
А3 - ОРБИТА
А4 - ЗЕМЉА
 А - ПЛАНЕТА
Б1 - КОШЕЊЕ
Б2 - ЦВЕЋЕ
Б3 - ДЕТЕЛИНА
Б4 - МЕД
 Б - ЛИВАДА
В1 - КВАДРАТИ
В2 - СТАН
В3 - ПЛАЦ
В4 - РАВНА
 В - ПОВРШИНА
Г1 - ВЕГЕТАЦИЈА
Г2 - ДРВЕЋЕ
Г3 - ГОРАНИ
Г4 - ПАРТИЗАНИ
 Г - ШУМА
??? - ЗЕЛЕНА

А1 - ЗАНИМЉИВ
А2 - НЕОЧЕКИВАНИ
А3 - ПРИКЉУЧЕНИ
А4 - СЛУЧАЈ
 А - ДОГАЂАЈ
Б1 - КУСТОС
Б2 - ЕКСПОНАТ
Б3 - ИЗЛОЖБА
Б4 - НАРОДНИ
 Б - МУЗЕЈ
В1 - ПРЕДСТАВА
В2 - РАСКОШ
В3 - ВРХУНСКИ
В4 - МУЗИЧКИ
 В - СПЕКТАКЛ
Г1 - АКТА
Г2 - ДОКУМЕНТИ
Г3 - СУДСКИ
Г4 - ЗАПИСИВАЊЕ
 Г - СПИСИ
??? - ИСТОРИЈА
