6807. емисија
103. циклус
44. емисија
15. 12. 2017.
www.youtube.com/watch?v=eNVY8XSHqao

А1 - МЕТЕОР
А2 - ВУЛКАН
А3 - ШУПЉА
А4 - АМОРФНА
 А - СТЕНА
Б1 - ПОЛ
Б2 - "N"
Б3 - КОМПАС
Б4 - ХЛАДНОЋА
 Б - СЕВЕР
В1 - ДОЧЕК
В2 - ЦРВЕНИ
В3 - ПЕРСИЈА
В4 - ПРАХЕР
 В - ТЕПИХ
Г1 - ФОТОСИНТЕЗА
Г2 - КОРЕН
Г3 - ХЛОРОФИЛ
Г4 - ЗЕЛЕНА
 Г - БИЉКА
??? - МАХОВИНА

А1 - СЕКИРА
А2 - ОДШТЕТА
А3 - ОФАНЗИВА
А4 - РЕЗЕРВА
 А - РАТ
Б1 - МАТИЦА
Б2 - ДОЛИНА
Б3 - РИБА
Б4 - ОБАЛА
 Б - РЕКА
В1 - КОНВОЈ
В2 - ЛУКА
В3 - ПУТНИЧКИ
В4 - ТЕРЕТНИ
 В - БРОДОВИ
Г1 - ДИСЦИПЛИНА
Г2 - РОК
Г3 - РОД
Г4 - ЧИН
 Г - ВОЈСКА
??? -МОРНАРИЦА
