7006. емисија
106. циклус
60. емисија
02. 07. 2018.
www.youtube.com/watch?v=3UbuMQqdDp4

А1 - ФУЗИЈА
А2 - НЕДЕЉИВ
А3 - ОМОТАЧ
А4 - ЈЕЗГРО
 А - АТОМ
Б1 - ЕЛЕКТРОН
Б2 - ПРОТОН
Б3 - НЕУТРОН
Б4 - ЕНЕРГИЈА
 Б - АТОМ 
В1 - НАСЛЕЂЕ
В2 - НАУКА
В3 - ХРОМОЗОМИ
В4 - МОДИФИКАЦИЈА
 В - ГЕНЕТИКА
Г1 - ПЛАСТИКА
Г2 - МАТЕРИЈА
Г3 - ВЕШТАЧКИ
Г4 - СИЛИКОН
 Г - ПОЛИМЕР
??? - МОЛЕКУЛ

А1 - ШИФРА
А2 - ИЗВОР
А3 - КОПИЈА
А4 - ВИОЛИНА
 А - КЉУЧ
Б1 - ЗАСЕДАЊЕ
Б2 - ОПШТИНА
Б3 - РАСПРАВА
Б4 - ПРОЦЕС
 Б - СУД
В1 - ГЛАВА
В2 - СОВА
В3 - ПАМЕТНА
В4 - ВИСПРЕНА
 В - МУДРА
Г1 - ФИНАЛНА
Г2 - ЗАВРШНА
Г3 - ТАБЕЛА
Г4 - ВЕРЗИЈА
 Г - КОНАЧНА
??? - ОДЛУКА
