7075. емисија
108. циклус
7. емисија
10. 09. 2018.
www.youtube.com/watch?v=U-cMa9w6xHs

А1 - ДОКТОР
А2 - СУД
А3 - РАД
А4 - ТРАДИЦИОНАЛНА
 А - МЕДИЦИНА
Б1 - У ИСТИ РОГ
Б2 - СТАКЛО
Б3 - СВЕЋИЦЕ
Б4 - БАЛОНИ
 Б - ДУВАЊЕ
В1 - ТОРТА
В2 - ЛИМЕНИ
В3 - ИМОВИНА
В4 - БУБАЊ
 В - ДОБОШ
Г1 - ПЛАВИ
Г2 - РАШТИМОВАНИ
Г3 - КОНЦЕРТ
Г4 - СИМФОНИЈА
 Г - ОРКЕСТАР
??? - ИНСТРУМЕНТ

А1 - ПИЈАЦА
А2 - КУПОВИНА
А3 - ШОПИНГ
А4 - НОВИ
 А - ПАЗАР
Б1 - МЕСТО
Б2 - ЖИВЉЕЊЕ
Б3 - ПРИЈАВА
Б4 - ПРОДУЖЕНИ
 Б - БОРАВАК
В1 - МОРЗЕ
В2 - ПРОНАЛАЗАК
В3 - ПОШТА
В4 - ТЕЛЕФОН
 В - ТЕЛЕГРАФ
Г1 - ПОДНЕТИ
Г2 - КРАТКИ
Г3 - ИЗВЕШТАЈ
Г4 - НОВИНАРСКИ
 Г - РАПОРТ
??? - ДНЕВНИ
