7088. емисија
108. циклус
20. емисија
23. 09. 2018.
www.youtube.com/watch?v=LIB6yJfZQJk

А1 - ОВИДИЈЕ 
А2 - ЛАРВА
А3 - ПРЕТВАРАЊЕ
А4 - ПРЕОБРАЖАЈ
 А - МЕТАМОРФОЗА
Б1 - МАШНА
Б2 - СТАКЛО
Б3 - ИНСЕКТ
Б4 - КРИЛА
 Б - ЛЕПТИР
В1 - КУПОЛА
В2 - ОКЛОП
В3 - ВОЗИЛО
В4 - ВИТКА
 В - ТЕНК
Г1 - ЊИВА
Г2 - ПРИКОЛИЦА
Г3 - ОРАЊЕ
Г4 - ФЕРГУСОН
 Г - ТРАКТОР
??? - ГУСЕНИЦА

А1 - МАШИНА
А2 - ПРАШАК
А3 - БЕЛИ
А4 - ПРЉАВ
 А - ВЕШ
Б1 - КОРИТО
Б2 - КАБИНА
Б3 - ПАЛУБА
Б4 - КАПЕТАН
 Б - БРОД
В1 - ПРЕДЊА
В2 - ЗАДЊА
В3 - КУКА
В4 - ШЛЕП
 В - ВУЧА
Г1 - ГОЛФ
Г2 - БИЛИЈАР
Г3 - ПЕЦАЊЕ
Г4 - ШАРГАРЕПА
 Г - ШТАО
??? - КАНАП
