6389. емисија
96. циклус
53. емисија
23. 10. 2016.
www.youtube.com/watch?v=YgFC8S5ZnJQ

А1 - ЛИНИЈА
А2 - ПОРЕЂЕЊЕ
А3 - ПОВУЋИ
А4 - УПОРЕДНИК
 А - ПАРАЛЕЛА
Б1 - ТАЧКА
Б2 - ЦИФРА
Б3 - АПСОЛУТНА
Б4 - МРЖЊЕЊЕ
 Б - НУЛА
В1 - КАЛВИН
В2 - РИХТЕР
В3 - ЦЕЛЗИЈУС
В4 - ФАРЕНХАЈТ
 В - СТЕПЕН
Г1 - ЗАЛИВ
Г2 - БИСАО
Г3 - НОВА
Г4 - КОНАКРИ
 Г - ГВИНЕЈА
??? - ЕКВАТОР

А1 - ТИШИНА
А2 - ТАЛАС
А3 - ПУЧИНА
А4 - ЗВЕЗДА
 А - МОРЕ
Б1 - ОКЕАН
Б2 - СИСАР
Б3 - ПЛАВИ
Б4 - МОБИ ДИК
 Б - КИТ
В1 - ПЕШАК
В2 - БЛАГО
В3 - АДА
В4 - КОРАЛ
 В - ОСТРВО
Г1 - КИФЛА
Г2 - ЛЕГО
Г3 - ХАМЛЕТ
Г4 - КРАЉЕВИНА
 Г - ДАНСКА
??? - ГРЕНЛАНД
