6550. емисија
99. циклус
31. емисија
02. 04. 2017.
www.youtube.com/watch?v=lGNejuItIFk

А1 - ЗНАК
А2 - РАЧУНАР
А3 - ПРИРОДА
А4 - НАРАВ
 А - КАРАКТЕР
Б1 - НАУКА
Б2 - ФРОЈД
Б3 - ЈУНГ
Б4 - РАЗВОЈ
 Б - ПСИХОЛОГИЈА
В1 - ДЕЈСТВО
В2 - ФАКТОР
В3 - СФЕРА
В4 - НЕГАТИВНИ
 В - УТИЦАЈ
Г1 - БОДОВИ
Г2 - ПРОВЕРА
Г3 - ИНТЕЛИГЕНЦИЈА
Г4 - ПОЛАГАЊЕ
 Г - ТЕСТ
??? - ЛИЧНОСТ

А1 - ЧАЈ
А2 - МЕЛЕМ
А3 - ПРЕПАРАТ
А4 - НИЈЕ ЖИВОТИЊА
 А - БИЉНИ
Б1 - ЖУРНАЛ
Б2 - НЕДЕЉНИК
Б3 - ЛИСТ
Б4 - ЖЕНСКИ
 Б - ЧАСОПИС
В1 - КРАГУЈЕВАЦ
В2 - ТОЧАК
В3 - ГРУПА
В4 - ДАИРЕ
 В - СМАК
Г1 - ШЕСТИ
Г2 - ПЕТИ
Г3 - ЧЕТВРТИ
Г4 - ТРЕЋИ
 Г - ДРУГИ
??? - СВЕТ
