6299. емисија
95. циклус
24. емисија
25. 05. 2016.
www.youtube.com/watch?v=bIMRrwLdGZo

А1 - ГРОФОВИЈА
А2 - ФУДБАЛ
А3 - ТРАВА
А4 - ЧАЈ
 А - ЕНГЛЕСКА
Б1 - НЕКРЕТНИНЕ
Б2 - ЛИЦИТАЦИЈА
Б3 - ЈАВНА
Б4 - АНГРО
 Б - ПРОДАЈА
В1 - КУЋНА
В2 - УЗАВРЕЛА
В3 - КАМЕРНА
В4 - АМБИЈЕНТ
 В - АТМОСФЕРА
Г1 - СВАКОДНЕВНА
Г2 - НУС-
Г3 - ДОГАЂАЈ
Г4 - ПРИРОДНА
 Г - ПОЈАВА
??? - МАГЛА

А1 - МЕТАЛ
А2 - СПАЈАЊЕ
А3 - ЕЛЕКТРОДА
А4 - АПАРАТ
 А - ЗАВАРИВАЊЕ
Б1 - СЈАЈ
Б2 - КАПИ
Б3 - СЕНКА
Б4 - МРАК
 Б - ОЧИ
В1 - ЦИВИЛ
В2 - ЗДРАВСТВО
В3 - ОДБРАНА
В4 - ПРИРОДА
 В - ЗАШТИТА
Г1 - "TOМИ"
Г2 - КЛАВИР
Г3 - C.ROCK
Г4 - BLUE EYES
 Г - ЕЛТОН ЏОН
??? - НАОЧАРЕ
