5997. емисија
90. циклус
27. емисија
14. 07. 2015.
www.youtube.com/watch?v=UQbTevOpV84
А1 - ПЕСАК
А2 - СУНЦОБРАН
А3 - ОБАЛА
А4 - ХОТЕЛ
 А - ПЛАЖА
Б1 - КУГЛИЦА
Б2 - БРАЧНИ
Б3 - ФРАНЦУСКИ
Б4 - КУШЕТ
 Б - ЛЕЖАЈ
В1 - ШЛАГ
В2 - МОРЕ
В3 - БРИЈАЊЕ
В4 - ШАМПАЊАЦ
 В - ПЕНА
Г1 - РАМ
Г2 - КЕШ
Г3 - БАЈТ
Г4 - ЛОГИЧКА
 Г - МЕМОРИЈА
??? - ДУШЕК

А1 - ФАУЛ
А2 - ЛИЧНА ГРЕШКА
А3 - СУДИЈА
А4 - ПОСТУПАК
 А - ПРЕКРШАЈ
Б1 - ОПШТЕЊЕ
Б2 - ЈЕЗИК
Б3 - СРЕДСТВО
Б4 - ЛАТИНИЗАМ
 Б - КОМУНИКАЦИЈА
В1 - ТРГ
В2 - АУТОБУС
В3 - ДЕРБИ
В4 - СТАДИОН
 В - ГРАДСКИ
Г1 - ВУК
Г2 - ЈЕЖ
Г3 - КОЊИЦ
Г4 - ПАС
 Г - МОРСКИ
??? - САОБРАЋАЈ
