6104. емисија
92. циклус
12. емисија
12. 11. 2015.
www.youtube.com/watch?v=UZi25rdqNI4

А1 - ВАСПИТАЊЕ
А2 - ЗНАЊЕ
А3 - УЗ РАД
А4 - ШИРОКО
 А - ОБРАЗОВАЊЕ
Б1 - ДИРЕКТОР
Б2 - ВИСОКА
Б3 - ДВОРИШТЕ
Б4 - ЗВОНО
 Б - ШКОЛА
В1 - РЕСОР
В2 - ОДСЕК
В3 - ОДБРАНА
В4 - ЗГРАДА
 В - МИНИСТАРСТВО
Г1 - РУДАР
Г2 - ПРОЛЕТЕР
Г3 - ТЕРЕН
Г4 - СТАЛНИ
 Г - РАДНИК
??? - ПРОСВЕТА

А1 - МЕТАЛ
А2 - ПАПИР
А3 - РОБА
А4 - АПОЕН
 А - НОВАЦ
Б1 - ДЕОНИЧАР
Б2 - ДРУШТВО
Б3 - ФОНД
Б4 - СКУПШТИНА
 Б - АКЦИОНАР
В1 - ПОРОК
В2 - РОМАН
В3 - ДУГ
В4 - ХАЗАРДЕР
 В - КОЦКАР
Г1 - СТАДИЈУМ
Г2 - УДАРАЦ
Г3 - КУРС
Г4 - СТАРТНИ
 Г - ПОЧЕТНИ
??? - УЛОГ
