6006. емисија
90. циклус
36. емисија
23. 07. 2015.
www.youtube.com/watch?v=DqI5Rtqb1Xs

А1 - ХОРДА
А2 - ЈАГОДА
А3 - ЖИВОТИЊА
А4 - ОРХИДЕЈА
 А - ДИВЉА
Б1 - ГАРДЕРОБА
Б2 - СКУПЉАЧИ
Б3 - ЈАКНА
Б4 - МИТАРЕЊЕ
 Б - ПЕРЈЕ
В1 - ГЛАВА
В2 - РАМЕНА
В3 - ЈАРАМ
В4 - ГИТАРА
 В - ВРАТ
Г1 - ХЛЕБ
Г2 - ЦРЕВО
Г3 - ЈЕТРА
Г4 - НАМАЗ
 Г - ПАШТЕТА
??? - ГУСКА

А1 - КАФА
А2 - БРИЈАЊЕ
А3 - УСИСИВАЧ
А4 - СПРАВА
 А - АПАРАТ
Б1 - КИСЕОНИК
Б2 - ВОДОНИК
Б3 - ЖИВОТ 
Б4 - ПАРА
 Б - ВОДА
В1 - ГЛОБАЛНО
В2 - СПОРТИСТИ
В3 - ПРИПРЕМАЊЕ
В4 - МОТОР
 В - ЗАГРЕВАЊЕ
Г1 - ГАС
Г2 - БОЦА
Г3 - УПАЉАЧ
Г4 - ГОРИОНИК
 Г - ПЛИН
??? - БОЈЛЕР
