6409. емисија
97. циклус
12. емисија
12. 11. 2016.
www.youtube.com/watch?v=TDSCvOM5kiw

А1 - ЈАПАН
А2 - ПЕРСИЈА
А3 - РИМ
А4 - ВИЗАНТИЈА
 А - ЦАРСТВО
Б1 - АРЕНА
Б2 - ТАЧКА
Б3 - КЛОВН
Б4 - ШАТОР
 Б - ЦИРКУС
В1 - ВЕНЕЦИЈА
В2 - РИО ДЕ ЖАНЕИРО
В3 - ПОВОРКА
В4 - МАСКЕ
 В - КАРНЕВАЛ
Г1 - ГАЗДИНСТВО
Г2 - МАЈУР
Г3 - ЖИВИНА
Г4 - ОГЛЕДНА
 Г - ФАРМА
??? - ЖИВОТИЊЕ

А1 - КРУПНА
А2 - РОГАТА
А3 - ВАГА
А4 - ФОНД
 А - СТОКА
Б1 - РИБА
Б2 - СУНЦОКРЕТ
Б3 - МОТОР
Б4 - СУНЧАЊЕ
 Б - УЉЕ
В1 - ЖИЛЕ
В2 - ЗУБ
В3 - КАПА
В4 - АДВЕНТИВНИ
 В - КОРЕН
Г1 - УНУК
Г2 - БРКОВИ
Г3 - ЧУКУН
Г4 - БАБА
 Г - ДЕДА
??? - РЕПА
