6741. емисија
102. циклус
39. емисија
10. 10. 2017.
www.youtube.com/watch?v=xJNgiV47YTA

А1 - СЕКИРА
А2 - ИГЛА
А3 - МАГАРАЦ
А4 - ЛОНАЦ
 А - УШИ
Б1 - НОЋНИ
Б2 - ПРЕКОМОРСКИ
Б3 - ГРАДСКИ
Б4 - ДРУМСКИ
 Б - САОБРАЋАЈ
В1 - ОБЛОГА
В2 - ДРВО
В3 - ПОДМЕТАЧ
В4 - МЛЕВЕНА
 В - ПЛУТА
Г1 - КУПАТИЛО
Г2 - КУПАЊЕ
Г3 - ЛАБОРАТОРИЈА
Г4 - АРХИМЕД
 Г - КАДА
??? - ЧЕП

А1 - ВИЛИЦА
А2 - ПАСТА
А3 - ВЕШТАЧКИ
А4 - ОШТРИ
 А - ЗУБИ
Б1 - КЛИП
Б2 - ЦИЛИНДАР
Б3 - УЉЕ
Б4 - ТАКТ
 Б - МОТОР
В1 - РУКАВИЦА
В2 - ЗГЛОБ
В3 - ПОМИРЕЊЕ
В4 - ПРСТИ
 В - РУКА 
Г1 - ГВОЖЂЕ
Г2 - ПЛАТИНА
Г3 - ЖИВА
Г4 - НАТРИЈУМ
 Г - МЕТАЛ
??? - ТЕСТЕРА
