6951. емисија
106. циклус
5. емисија
08. 05. 2018.
www.youtube.com/watch?v=YmAlUNvwZlI

А1 - РАД
А2 - НАСТАВА
А3 - НАЦРТ
А4 - КРУПНИ
 А - ПЛАН
Б1 - МАРАТОН
Б2 - ГАЛИПОЉЕ
Б3 - МОЈКОВАЦ
Б4 - КУРСК
 Б - БИТКА
В1 - КОНДИЦИЈА
В2 - СПОРТ
В3 - УЧИТЕЉ
В4 - ФИТНЕС
 В - ТРЕНЕР
Г1 - ОБМАНА
Г2 - ИЛУЗИЈА
Г3 - ТРИК
Г4 - ОПТИЧКА
 Г - ВАРКА 
??? - ТАКТИКА

А1 - ЛУК
А2 - ЛАВОВИ
А3 - ЗЕЛЕНИ
А4 - НАРАШТАЈ
 А - МЛАДИ
Б1 - БЕЛИ
Б2 - ЗИМА
Б3 - ЛОПТА
Б4 - ИГРА
 Б - СПОРТ 
В1 - БОЖЈИ
В2 - ПОКЛОН
В3 - СВАДБА
В4 - ГОДИШЊИ
 В - ДАР
Г1 - НАПОН
Г2 - ЕНЕРГЕТСКИ
Г3 - БОРБЕНИ
Г4 - МОГУЋИ НАЧИН
 Г - ПОТЕНЦИЈАЛ
??? - ТАЛЕНАТ
