6351. емисија
96. циклус
15. емисија
15. 09. 2016.
www.youtube.com/watch?v=3eWQbgDDNro

А1 - ДУХОВНИ
А2 - ПУТ
А3 - ДОМАНОВИЋ
А4 - ГРУПА
 А - ВОЂА
Б1 - ШАКА
Б2 - СТОПАЛО
Б3 - МАЛИ
Б4 - НАПРСТАК
 Б - ПРСТ
В1 - КАРТЕ
В2 - ЗБИРКА
В3 - ИСТОРИЈА
В4 - ГЕОГРАФИЈА
 В - АТЛАС
Г1 - ЛЕКАР
Г2 - ВУДУ
Г3 - МАГ
Г4 - ПЛЕМЕ
 Г - ВРАЧ
??? - ВЕЛИКИ

А1 - ДОДАТАК
А2 - ПРИБОР
А3 - ПРИЛОГ
А4 - ШТАПИЋИ
 А - ЈЕЛО
Б1 - ИСПИТ
Б2 - ОДГОВОР
Б3 - НАГРАДНО
Б4 - ИНТЕРВЈУ
 Б - ПИТАЊЕ
В1 - СУД
В2 - ОСНОВНО
В3 - ЗА РАТНЕ ЗЛОЧИНЕ...
В4 - ОПТУЖНИЦЕ
 В - ТУЖИЛАШТВО
Г1 - ЛИЦЕ
Г2 - ПОЛУВРЕМЕ
Г3 - ПОЧЕТНО
Г4 - ...И ПОСЛЕДЊЕ
 Г - ПРВО
??? - ГЛАВНО
