6232. емисија
94. циклус
18. емисија
19. 03. 2016.
www.youtube.com/watch?v=-vyuGKgXlXw

А1 - ТУШ
А2 - ПТИЦА
А3 - КАТЕГОРИЈА
А4 - ИНДИЈАНЦИ
 А - ПЕРО
Б1 - ПЛОЧА
Б2 - МЕДАЉА
Б3 - ЖИЛА
Б4 - ГРОЗНИЦА
 Б - ЗЛАТНА
В1 - ГИТАРА
В2 - ОГРЛИЦА
В3 - ПРШЉЕН
В4 - ЖИРАФА
 В - ВРАТ
Г1 - ЗАВЕСА
Г2 - КОТЛИНА
Г3 - ГУСТА
Г4 - СВЕТЛО
 Г - МАГЛА
??? - ГУСКА

А1 - ЛАНАЦ
А2 - ВЕРНОСТ
А3 - ЧУВАР
А4 - КУЋИЦА
 А - ПАС
Б1 - ТУРНИР
Б2 - ОКЛОП
Б3 - ОКРУГЛИ
Б4 - СТО
 Б - ВИТЕЗ
В1 - КРАК
В2 - СЈАЈ
В3 - ПРАШИНА
В4 - МОРЕ
 В - ЗВЕЗДА
Г1 - РЕМБРАНТ
Г2 - ХАЈГЕНС
Г3 - БАРЕНЦ
Г4 - ЛОРЕНЦ
 Г - ХОЛАНЂАНИН
??? - ЛУТАЛИЦА
