6683. емисија
101. циклус
42. емисија
13. 08. 2017.
www.youtube.com/watch?v=B5QAmr2N4Z4

А1 - РУКА
А2 - "H"
А3 - АТОМ
А4 - ГЕЛЕР 
 А - БОМБА
Б1 - КОМПАКТ
Б2 - КРУГ
Б3 - СУНЦЕ
Б4 - ЏОКЕЈ
 Б - ДИСК
В1 - МОНЕТА
В2 - СИТНА
В3 - КРАЈЦАРА
В4 - ПЕТОПАРАЦ
 В - НОВЧИЋ
Г1 - БРАНКО
Г2 - МАЛА
Г3 - ЧОКОЛАДА
Г4 - МОНОПОЛ
 Г - КОЦКИЦА
??? - БАЦАЊЕ

А1 - ВЕЛИКИ
А2 - АНЧЕЛОТИ
А3 - МОНТЕ
А4 - ИМЕ
 А - КАРЛО
Б1 - ЗЛАТНИ
Б2 - ПРОЛЕЋЕ
Б3 - ГРАД
Б4 - ШУНКА
 Б - ПРАГ
В1 - УСТАНАК
В2 - ХЕРОЈ
В3 - ХЛЕБ
В4 - ПОСЛАНИК
 В - НАРОДНИ
Г1 - РУСИЈА
Г2 - НАУЧНИК
Г3 - ЛИНГВИСТА
Г4 - МИХАИЛ ВАСИЉЕВИЧ
 Г - ЛОМОНОСОВ
??? - УНИВЕРЗИТЕТ
