6213. емисија
93. циклус
60. емисија
29. 02. 2016.
www.youtube.com/watch?v=DspzM4Lrxdg

А1 - ЕТИОПИЈА
А2 - БРАЗИЛ
А3 - НАПИТАК
А4 - ИНСТАНТ
 А - КАФА
Б1 - КУТИЈА
Б2 - ПОРОК
Б3 - ДИМ
Б4 - ШИБИЦА
 Б - ЦИГАРЕТЕ
В1 - ДАН
В2 - ВЕШТИЦЕ
В3 - ПОЛАРНА
В4 - ПТИЦА
 В - НОЋ
Г1 - САКСИЈА
Г2 - ЊИВА
Г3 - ПОСУЂЕ
Г4 - ТЕМЕЉ
 Г - ЗЕМЉА
??? - ЏИМ ЏАРМУШ

А1 - СЕДАМ
А2 - СВЕТ
А3 - ДИВНО
А4 - НЕВИЂЕНО
 А - ЧУДО
Б1 - ЦИВИЛИЗАЦИЈА
Б2 - ПИЗАРО
Б3 - АТАХУАЛПА
Б4 - КЕЧУА
 Б - ИНКЕ
В1 - КУЋА
В2 - ЦЕНТАР
В3 - АУТОБУС
В4 - СТУДЕНТИ
 В - ГРАД
Г1 - ПАЦИФИК
Г2 - ЛИМА
Г3 - АНДИ
Г4 - ТИТИКАКА
 Г - ПЕРУ
??? - МАЧУ ПИКЧУ
