6524. емисија
99. циклус
5. емисија
07. 03. 2017.
www.youtube.com/watch?v=87ZZLWrGZIE

А1 - РАДЊА
А2 - АКЦИЈА
А3 - КОМЕДИЈА
А4 - ТОН
 А - ФИЛМ
Б1 - ХОКЕЈ
Б2 - ПАК
Б3 - ТРБУШНИ МИШИЋ
Б4 - КРВНА
 Б - ПЛОЧИЦА
В1 - ДЕЈСТВО
В2 - ПЕСМА
В3 - ПРАВНИ
В4 - АЛБАНИЈА
 В - ЛЕК
Г1 - КОЛА
Г2 - ЛАКУ НОЋ
Г3 - ВРЕЋА
Г4 - ЛЕЖАЈ
 Г - СПАВАЊЕ
??? - ТАБЛЕТА

А1 - БОКС
А2 - КАТЕГОРИЈА
А3 - МАРАМИЦЕ
А4 - ЗМАЈ
 А - ПАПИР
Б1 - БОЧИЦА
Б2 - ШКОРПИЈА
Б3 - РОМЕО
Б4 - ПЕЧУРКА
 Б - ОТРОВ
В1 - ОГЊИШТЕ
В2 - ВУЛКАН
В3 - ФЕНИКС
В4 - ПРАХ
 В - ПЕПЕО
Г1 - ПОЖАР
Г2 - АПАРАТ
Г3 - КРЕЧ
Г4 - РАЧУНАР
 Г - ГАШЕЊЕ
??? - ЦИГАРЕТЕ
