6990. емисија
106. циклус
44. емисија
16. 06. 2018.
www.youtube.com/watch?v=i_jErIeQh6I

А1 - ПРЕДУЗЕЋЕ
А2 - ПОРТИР
А3 - НАЗИВ
А4 - МАРКА
 А - ФИРМА
Б1 - ЉУБА
Б2 - ОДЕЋА
Б3 - ЖИТО
Б4 - ЛЕПТИР
 Б - МОЉАЦ
В1 - ИНФОРМАЦИОНИ
В2 - НЕЗАПОСЛЕНИ
В3 - ПАТЕНТ
В4 - НАЂЕНЕ СТВАРИ
 В - БИРО
Г1 - ДИРЕКТОР
Г2 - ТЕЛЕФОН
Г3 - ДИКТИРАЊЕ
Г4 - РАДНИЦА
 Г - СЕКРЕТАРИЦА
??? - КАНЦЕЛАРИЈА

А1 - РУПА
А2 - КИСЕОНИК
А3 - ИЗОТОП
А4 - ОЗ
 А - ОЗОН
Б1 - СВАКОДНЕВНА
Б2 - ДРУШТВЕНА
Б3 - ПРИРОДНА
Б4 - НУС-
 Б - ПОЈАВА
В1 - ОКРУЖЕЊЕ
В2 - ПРИЈАТАН
В3 - ПОСЛОВНИ
В4 - ПРИРОДНИ
 В - АМБИЈЕНТ
Г1 - СЦЕНА
Г2 - МУЗИКА
Г3 - СОБНА
Г4 - ТИХА
 Г - КАМЕРНА
??? - АТМОСФЕРА
