6834. емисија
104. циклус
10. емисија
11. 01. 2018.
www.youtube.com/watch?v=z6_ldBgHHto

А1 - БАЛ
А2 - ЧИН
А3 - САБЉА
А4 - ЧАСТ
 А - ОФИЦИР
Б1 - ЗИМА
Б2 - ЧАЈ
Б3 - ВОЛГА
Б4 - ЛАДОГА
 Б - РУСИЈА
В1 - ПОШТАР
В2 - КУВАР
В3 - МРКА
В4 - ПУНА
 В - КАПА
Г1 - БРАДА
Г2 - СВЕШТЕНИК
Г3 - МАНТИЈА
Г4 - ПРОТА
 Г - ПОП
??? - ШАПКА

А1 - ПРЕСТУП
А2 - РОК
А3 - ПРУЖНИ
А4 - ГРАНИЦА
 А - ПРЕЛАЗ
Б1 - ОСА
Б2 - ЗЕМЉА
Б3 - СУНЦЕ
Б4 - ОБРТАЊЕ
 Б - РОТАЦИЈА
В1 - ПЕЋИНСКИ ЧОВЕК
В2 - ПАЛЕОЛИТ
В3 - НЕОЛИТ
В4 - МАМУТИ
 В - ПРАИСТОРИЈА
Г1 - ПОСТОЈАЊЕ
Г2 - БИВСТВОВАЊЕ
Г3 - ДУЖИНА
Г4 - РОК
 Г - ТРАЈАЊЕ
??? - ПЕРИОД
